sample	population	vapr	AnnTemp	Iso	TempSea	MaxTempWarm	MinTempCold	AnnPre	PreWet	PreDry	Lats.	Lons.
AN0091-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0092-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0093-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0094-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0095-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0096-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0097-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0098-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0099-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0100-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0101-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0102-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0103-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0104-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0105-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0106-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0107-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0108-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0109-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0111-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0112-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0113-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0114-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0115-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0117-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0118-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0119-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0120-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0121-C	CMS_3	1.961100002	228	73	818	307	159	1516	232	9	5.747	14.442
AN0137-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0138-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0139-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0140-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0141-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0142-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0143-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0144-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0147-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0149-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0151-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0152-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0153-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0154-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0155-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0156-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0157-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0158-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0159-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0160-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0162-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0163-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0164-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0165-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0166-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0167-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0168-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0169-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0170-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0171-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0172-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0173-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0174-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0175-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0176-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0177-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0178-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0179-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0180-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0181-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0182-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0183-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0184-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0185-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0186-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0187-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0188-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0189-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0190-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0191-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0192-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0193-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0194-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0196-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0197-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0198-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0199-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0200-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0201-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0202-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0203-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0204-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0205-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0206-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0207-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0208-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0209-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0210-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0212-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0213-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0214-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0215-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0217-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0218-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0219-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0220-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0221-C	CMS_1	2.297166646	236	78	673	302	174	1550	277	25	4.341	13.558
AN0237-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0238-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0239-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0240-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0241-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0242-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0243-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0244-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0245-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0246-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0247-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0248-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0250-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0251-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0252-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0253-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0254-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0255-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0256-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0258-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0259-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0260-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0261-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0262-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0263-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0264-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0265-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0266-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0267-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0268-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0269-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0270-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0271-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0272-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0275-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0276-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0277-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0278-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0279-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0280-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0281-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0282-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0283-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0284-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0285-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0286-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0287-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0288-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0289-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0290-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0291-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0292-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0293-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0294-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0295-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0296-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0297-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0298-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0299-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0300-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0301-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0302-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0303-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0304-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0305-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0306-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0307-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0308-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0309-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0310-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0311-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0312-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0313-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0314-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0315-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0316-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0317-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0318-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0319-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0320-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AN0321-C	CMS_2	2.209299962	237	76	701	306	170	1550	269	19	4.777	13.844
AP0002-C	FRS_1	2.21269997	253	64	1331	303	202	1265	304	12	-12.86547925	45.1364095
AP0005-C	FRS_1	2.21269997	253	64	1331	303	202	1265	304	12	-12.86547925	45.1364095
AP0006-C	FRS_1	2.21269997	253	64	1331	303	202	1265	304	12	-12.86547925	45.1364095
AP0007-C	FRS_1	2.21269997	253	64	1331	303	202	1265	304	12	-12.86547925	45.1364095
AP0008-C	FRS_1	2.21269997	253	64	1331	303	202	1265	304	12	-12.86547925	45.1364095
AP0017-C	FRS_1	2.21269997	253	64	1331	303	202	1265	304	12	-12.86547925	45.1364095
AP0021-C	FRS_1	2.21269997	253	64	1331	303	202	1265	304	12	-12.86547925	45.1364095
AP0022-C	FRS_1	2.21269997	253	64	1331	303	202	1265	304	12	-12.86547925	45.1364095
AP0023-C	FRS_1	2.21269997	253	64	1331	303	202	1265	304	12	-12.86547925	45.1364095
AP0024-C	FRS_1	2.21269997	253	64	1331	303	202	1265	304	12	-12.86547925	45.1364095
AP0030-C	FRS_1	2.21269997	253	64	1331	303	202	1265	304	12	-12.86547925	45.1364095
AP0033-C	FRS_1	2.21269997	253	64	1331	303	202	1265	304	12	-12.86547925	45.1364095
AQ0001-C	GQS_1	2.837000012	240	79	650	296	197	2413	358	44	3.7	8.7
AQ0002-C	GQS_1	2.837000012	240	79	650	296	197	2413	358	44	3.7	8.7
AQ0004-C	GQS_1	2.837000012	240	79	650	296	197	2413	358	44	3.7	8.7
AQ0005-C	GQS_1	2.837000012	240	79	650	296	197	2413	358	44	3.7	8.7
AQ0011-C	GQS_1	2.837000012	240	79	650	296	197	2413	358	44	3.7	8.7
AQ0012-C	GQS_1	2.837000012	240	79	650	296	197	2413	358	44	3.7	8.7
AQ0013-C	GQS_1	2.837000012	240	79	650	296	197	2413	358	44	3.7	8.7
AQ0014-C	GQS_1	2.837000012	240	79	650	296	197	2413	358	44	3.7	8.7
AQ0015-C	GQS_1	2.837000012	240	79	650	296	197	2413	358	44	3.7	8.7
AR0001-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0007-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0008-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0009-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0010-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0011-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0012-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0013-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0014-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0015-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0016-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0017-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0018-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0019-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0020-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0021-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0022-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0023-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0024-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0026-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0027-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0034-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0035-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0036-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0038-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0040-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0042-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0043-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0044-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0045-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0046-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0047-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0048-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0049-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0050-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0051-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0052-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0053-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0054-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0057-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0059-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0060-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0061-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0062-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0063-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0064-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0065-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0066-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0069-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0070-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0071-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0072-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0073-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0074-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0075-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0076-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0077-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0078-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0079-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0080-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0081-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0082-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0083-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0084-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0085-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0086-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0087-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0088-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0089-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0090-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0092-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0093-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0095-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0096-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0097-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0098-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0099-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AR0100-C	AOM_1	2.550833364	246	47	2294	304	178	454	149	0	-8.821	13.291
AS0001-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0002-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0003-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0004-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0005-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0006-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0007-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0008-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0009-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0010-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0011-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0012-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0013-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0014-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0015-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0016-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0017-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0018-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0019-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0020-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0021-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0022-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0024-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0025-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0026-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0027-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
AS0028-C	GAS_1	2.908958316	260	68	846	306	216	2888	500	3	0.384	9.455
